seq,aou,english,french,spanish,order,family,genus,species,sp.bbs,sci_name,GenLength
1045,07340,Bridled Titmouse,Mésange arlequin,Baeolophus wollweberi,Passeriformes,Paridae,Baeolophus,wollweberi,7340,Baeolophus wollweberi,2.555563954
1046,07330,Oak Titmouse,Mésange unicolore,Baeolophus inornatus,Passeriformes,Paridae,Baeolophus,inornatus,7330,Baeolophus inornatus,2.500326492
1047,07331,Juniper Titmouse,Mésange des genévriers,Baeolophus ridgwayi,Passeriformes,Paridae,Baeolophus,ridgwayi,7331,Baeolophus ridgwayi,2.336777188
1048,07332,unid. Oak Titmouse / Juniper Titmouse,unid unid Mésange unicolore / Mésange des genévrie,Baeolophus inornatus / ridgwayi,Passeriformes,Paridae,Baeolophus,inornatus / ridgwayi,7332,Baeolophus inornatus / ridgwayi,NA
1049,07310,Tufted Titmouse,Mésange bicolore,Baeolophus bicolor,Passeriformes,Paridae,Baeolophus,bicolor,7310,Baeolophus bicolor,2.817908958
1050,07320,Black-crested Titmouse,Mésange à plumet noir,Baeolophus atricristatus,Passeriformes,Paridae,Baeolophus,atricristatus,7320,Baeolophus atricristatus,2.773136012
1051,07315,unid. Tufted Titmouse / Black-crested Titmouse,unid Mésange bicolore / Mésange à plumet noir,Baeolophus bicolor / atricristatus,Passeriformes,Paridae,Baeolophus,bicolor / atricristatus,7315,Baeolophus bicolor / atricristatus,NA
1052,07460,Verdin,Auripare verdin,Auriparus flaviceps,Passeriformes,Remizidae,Auriparus,flaviceps,7460,Auriparus flaviceps,2.026468057
1053,07430,Bushtit,Mésange buissonnière,Psaltriparus minimus,Passeriformes,Aegithalidae,Psaltriparus,minimus,7430,Psaltriparus minimus,2.148992039
1054,07280,Red-breasted Nuthatch,Sittelle à poitrine rousse,Sitta canadensis,Passeriformes,Sittidae,Sitta,canadensis,7280,Sitta canadensis,2.160160436
1055,07270,White-breasted Nuthatch,Sittelle à poitrine blanche,Sitta carolinensis,Passeriformes,Sittidae,Sitta,carolinensis,7270,Sitta carolinensis,2.255599547
1056,07300,Pygmy Nuthatch,Sittelle pygmée,Sitta pygmaea,Passeriformes,Sittidae,Sitta,pygmaea,7300,Sitta pygmaea,2.593836899
1057,07290,Brown-headed Nuthatch,Sittelle à tête brune,Sitta pusilla,Passeriformes,Sittidae,Sitta,pusilla,7290,Sitta pusilla,2.710632816
1058,07260,Brown Creeper,Grimpereau brun,Certhia americana,Passeriformes,Certhiidae,Certhia,americana,7260,Certhia americana,1.724861893
1059,07150,Rock Wren,Troglodyte des rochers,Salpinctes obsoletus,Passeriformes,Troglodytidae,Salpinctes,obsoletus,7150,Salpinctes obsoletus,1.985917675
1061,07170,Canyon Wren,Troglodyte des canyons,Catherpes mexicanus,Passeriformes,Troglodytidae,Catherpes,mexicanus,7170,Catherpes mexicanus,1.818057318
1064,07210,House Wren,Troglodyte familier,Troglodytes aedon,Passeriformes,Troglodytidae,Troglodytes,aedon,7210,Troglodytes aedon,2.13714676
1068,07221,Pacific Wren,Troglodyte de Baird,Troglodytes pacificus,Passeriformes,Troglodytidae,Troglodytes,pacificus,7221,Troglodytes pacificus,1.912086464
1069,07222,Winter Wren,Troglodyte des forêts,Troglodytes hiemalis,Passeriformes,Troglodytidae,Troglodytes,hiemalis,7222,Troglodytes hiemalis,1.781788398
1070,07220,unid. Pacific Wren / Winter Wren,unid Troglodyte des forêts / Troglodyte de Baird,Troglodytes pacificus / hiemalis,Passeriformes,Troglodytidae,Troglodytes,pacificus / hiemalis,7220,Troglodytes pacificus / hiemalis,NA
1071,07240,Sedge Wren,Troglodyte à bec court,Cistothorus platensis,Passeriformes,Troglodytidae,Cistothorus,platensis,7240,Cistothorus platensis,2.275027239
1072,07250,Marsh Wren,Troglodyte des marais,Cistothorus palustris,Passeriformes,Troglodytidae,Cistothorus,palustris,7250,Cistothorus palustris,2.000993233
1073,07180,Carolina Wren,Troglodyte de Caroline,Thryothorus ludovicianus,Passeriformes,Troglodytidae,Thryothorus,ludovicianus,7180,Thryothorus ludovicianus,2.179122367
1074,07190,Bewick's Wren,Troglodyte de Bewick,Thryomanes bewickii,Passeriformes,Troglodytidae,Thryomanes,bewickii,7190,Thryomanes bewickii,1.994533614
1082,07130,Cactus Wren,Troglodyte des cactus,Campylorhynchus brunneicapillus,Passeriformes,Troglodytidae,Campylorhynchus,brunneicapillus,7130,Campylorhynchus brunneicapillus,2.600460286
1086,16600,Sinaloa Wren,Troglodyte du Sinaloa,Thryophilus sinaloa,Passeriformes,Troglodytidae,Thryophilus,sinaloa,16600,Thryophilus sinaloa,1.990179492
1093,07510,Blue-gray Gnatcatcher,Gobemoucheron gris-bleu,Polioptila caerulea,Passeriformes,Polioptilidae,Polioptila,caerulea,7510,Polioptila caerulea,1.837491668
1094,07530,California Gnatcatcher,Gobemoucheron de Californie,Polioptila californica,Passeriformes,Polioptilidae,Polioptila,californica,7530,Polioptila californica,2.05456115
1095,07520,Black-tailed Gnatcatcher,Gobemoucheron à queue noire,Polioptila melanura,Passeriformes,Polioptilidae,Polioptila,melanura,7520,Polioptila melanura,1.686474104
1096,07539,unid. Blue-gray / Black-tailed Gnatcatcher,unid Gobemoucheron gris-bleu / à queue noire,Polioptila caerulea / melanura,Passeriformes,Polioptilidae,Polioptila,caerulea / melanura,7539,Polioptila caerulea / melanura,NA
1101,07010,American Dipper,Cincle d'Amérique,Cinclus mexicanus,Passeriformes,Cinclidae,Cinclus,mexicanus,7010,Cinclus mexicanus,2.518614967
1104,07480,Golden-crowned Kinglet,Roitelet à couronne dorée,Regulus satrapa,Passeriformes,Regulidae,Regulus,satrapa,7480,Regulus satrapa,1.778840172
1105,07490,Ruby-crowned Kinglet,Roitelet à couronne rubis,Regulus calendula,Passeriformes,Regulidae,Regulus,calendula,7490,Regulus calendula,2.097204457
1112,07470,Arctic Warbler,Pouillot boréal,Phylloscopus borealis,Passeriformes,Phylloscopidae,Phylloscopus,borealis,7470,Phylloscopus borealis,2.064107876
1115,07420,Wrentit,Cama brune,Chamaea fasciata,Passeriformes,Sylviidae,Chamaea,fasciata,7420,Chamaea fasciata,2.764946534
1126,07640,Bluethroat,Gorgebleue à miroir,Cyanecula svecica,Passeriformes,Muscicapidae,Cyanecula,svecica,7640,Cyanecula svecica,2.484010114
1134,07650,Northern Wheatear,Traquet motteux,Oenanthe oenanthe,Passeriformes,Muscicapidae,Oenanthe,oenanthe,7650,Oenanthe oenanthe,2.246001873
1135,07660,Eastern Bluebird,Merlebleu de l'Est,Sialia sialis,Passeriformes,Turdidae,Sialia,sialis,7660,Sialia sialis,2.37074215
1136,07670,Western Bluebird,Merlebleu de l'Ouest,Sialia mexicana,Passeriformes,Turdidae,Sialia,mexicana,7670,Sialia mexicana,2.110735311
1137,07680,Mountain Bluebird,Merlebleu azuré,Sialia currucoides,Passeriformes,Turdidae,Sialia,currucoides,7680,Sialia currucoides,2.154883319
1138,07540,Townsend's Solitaire,Solitaire de Townsend,Myadestes townsendi,Passeriformes,Turdidae,Myadestes,townsendi,7540,Myadestes townsendi,2.604380783
1146,07560,Veery,Grive fauve,Catharus fuscescens,Passeriformes,Turdidae,Catharus,fuscescens,7560,Catharus fuscescens,2.717673017
1147,07570,Gray-cheeked Thrush,Grive à joues grises,Catharus minimus,Passeriformes,Turdidae,Catharus,minimus,7570,Catharus minimus,2.310912736
1148,07571,Bicknell's Thrush,Grive de Bicknell,Catharus bicknelli,Passeriformes,Turdidae,Catharus,bicknelli,7571,Catharus bicknelli,2.319425416
1149,07580,Swainson's Thrush,Grive à dos olive,Catharus ustulatus,Passeriformes,Turdidae,Catharus,ustulatus,7580,Catharus ustulatus,2.471010853
1150,07590,Hermit Thrush,Grive solitaire,Catharus guttatus,Passeriformes,Turdidae,Catharus,guttatus,7590,Catharus guttatus,2.286469271
1151,07550,Wood Thrush,Grive des bois,Hylocichla mustelina,Passeriformes,Turdidae,Hylocichla,mustelina,7550,Hylocichla mustelina,2.404420008
1160,07621,Clay-colored Thrush,Merle fauve,Turdus grayi,Passeriformes,Turdidae,Turdus,grayi,7621,Turdus grayi,4.161964869
1164,07610,American Robin,Merle d'Amérique,Turdus migratorius,Passeriformes,Turdidae,Turdus,migratorius,7610,Turdus migratorius,3.146893471
1166,07630,Varied Thrush,Grive à collier,Ixoreus naevius,Passeriformes,Turdidae,Ixoreus,naevius,7630,Ixoreus naevius,2.371356469
1171,07040,Gray Catbird,Moqueur chat,Dumetella carolinensis,Passeriformes,Mimidae,Dumetella,carolinensis,7040,Dumetella carolinensis,3.464713412
1172,07070,Curve-billed Thrasher,Moqueur à bec courbe,Toxostoma curvirostre,Passeriformes,Mimidae,Toxostoma,curvirostre,7070,Toxostoma curvirostre,2.892583828
1174,07050,Brown Thrasher,Moqueur roux,Toxostoma rufum,Passeriformes,Mimidae,Toxostoma,rufum,7050,Toxostoma rufum,2.681555771
1175,07060,Long-billed Thrasher,Moqueur à long bec,Toxostoma longirostre,Passeriformes,Mimidae,Toxostoma,longirostre,7060,Toxostoma longirostre,2.432853404
1177,07080,Bendire's Thrasher,Moqueur de Bendire,Toxostoma bendirei,Passeriformes,Mimidae,Toxostoma,bendirei,7080,Toxostoma bendirei,2.536164707
1179,07100,California Thrasher,Moqueur de Californie,Toxostoma redivivum,Passeriformes,Mimidae,Toxostoma,redivivum,7100,Toxostoma redivivum,2.959549169
1180,07110,LeConte's Thrasher,Moqueur de LeConte,Toxostoma lecontei,Passeriformes,Mimidae,Toxostoma,lecontei,7110,Toxostoma lecontei,2.523927773
1181,07120,Crissal Thrasher,Moqueur cul-roux,Toxostoma crissale,Passeriformes,Mimidae,Toxostoma,crissale,7120,Toxostoma crissale,2.798039596
1182,07020,Sage Thrasher,Moqueur des armoises,Oreoscoptes montanus,Passeriformes,Mimidae,Oreoscoptes,montanus,7020,Oreoscoptes montanus,2.475182001
1183,07031,Bahama Mockingbird,Moqueur des Bahamas,Mimus gundlachii,Passeriformes,Mimidae,Mimus,gundlachii,7031,Mimus gundlachii,3.382807786
1186,07030,Northern Mockingbird,Moqueur polyglotte,Mimus polyglottos,Passeriformes,Mimidae,Mimus,polyglottos,7030,Mimus polyglottos,3.761658285
1187,04930,European Starling,Étourneau sansonnet,Sturnus vulgaris,Passeriformes,Sturnidae,Sturnus,vulgaris,4930,Sturnus vulgaris,5.650993902
1188,04932,Common Myna,Martin triste,Acridotheres tristis,Passeriformes,Sturnidae,Acridotheres,tristis,4932,Acridotheres tristis,3.211699055
1189,06180,Bohemian Waxwing,Jaseur boréal,Bombycilla garrulus,Passeriformes,Bombycillidae,Bombycilla,garrulus,6180,Bombycilla garrulus,2.812218458
1190,06190,Cedar Waxwing,Jaseur d'Amérique,Bombycilla cedrorum,Passeriformes,Bombycillidae,Bombycilla,cedrorum,6190,Bombycilla cedrorum,2.377284295
1191,06185,unid. Cedar Waxwing / Bohemian Waxwing,unid Jaseur sp.,Bombycilla garrulus / cedrorum,Passeriformes,Bombycillidae,Bombycilla,garrulus / cedrorum,6185,Bombycilla garrulus / cedrorum,NA
1193,06200,Phainopepla,Phénopèple luisant,Phainopepla nitens,Passeriformes,Ptiliogonatidae,Phainopepla,nitens,6200,Phainopepla nitens,2.351991131
1194,06510,Olive Warbler,Fauvine des pins,Peucedramus taeniatus,Passeriformes,Peucedramidae,Peucedramus,taeniatus,6510,Peucedramus taeniatus,2.208186825
1196,19500,Northern Red Bishop,Euplecte franciscain,Euplectes franciscanus,Passeriformes,Ploceidae,Euplectes,franciscanus,19500,Euplectes franciscanus,2.365350054
1197,19510,Pin-tailed Whydah,Veuve dominicaine,Vidua macroura,Passeriformes,Viduidae,Vidua,macroura,19510,Vidua macroura,1.952813589
1198,08110,Scaly-breasted Munia,Capucin damier,Lonchura punctulata,Passeriformes,Estrildidae,Lonchura,punctulata,8110,Lonchura punctulata,2.052927104
1201,06882,House Sparrow,Moineau domestique,Passer domesticus,Passeriformes,Passeridae,Passer,domesticus,6882,Passer domesticus,3.726344591
1202,06883,Eurasian Tree Sparrow,Moineau friquet,Passer montanus,Passeriformes,Passeridae,Passer,montanus,6883,Passer montanus,2.719771587
1203,06960,Eastern Yellow Wagtail,Bergeronnette de Béringie,Motacilla tschutschensis,Passeriformes,Motacillidae,Motacilla,tschutschensis,6960,Motacilla tschutschensis,2.304402096
1206,06940,White Wagtail,Bergeronnette grise,Motacilla alba,Passeriformes,Motacillidae,Motacilla,alba,6940,Motacilla alba,2.805220482
1210,06990,Red-throated Pipit,Pipit à gorge rousse,Anthus cervinus,Passeriformes,Motacillidae,Anthus,cervinus,6990,Anthus cervinus,2.209202316
1211,06970,American Pipit,Pipit d'Amérique,Anthus rubescens,Passeriformes,Motacillidae,Anthus,rubescens,6970,Anthus rubescens,2.058400577
1212,07000,Sprague's Pipit,Pipit de Sprague,Anthus spragueii,Passeriformes,Motacillidae,Anthus,spragueii,7000,Anthus spragueii,1.940463213
1222,05140,Evening Grosbeak,Gros-bec errant,Coccothraustes vespertinus,Passeriformes,Fringillidae,Coccothraustes,vespertinus,5140,Coccothraustes vespertinus,3.098212161
1225,05150,Pine Grosbeak,Durbec des sapins,Pinicola enucleator,Passeriformes,Fringillidae,Pinicola,enucleator,5150,Pinicola enucleator,2.594824817
1228,05240,Gray-crowned Rosy-Finch,Roselin à tête grise,Leucosticte tephrocotis,Passeriformes,Fringillidae,Leucosticte,tephrocotis,5240,Leucosticte tephrocotis,2.193455701
1229,05250,Black Rosy-Finch,Roselin noir,Leucosticte atrata,Passeriformes,Fringillidae,Leucosticte,atrata,5250,Leucosticte atrata,2.263630486
1230,05260,Brown-capped Rosy-Finch,Roselin à tête brune,Leucosticte australis,Passeriformes,Fringillidae,Leucosticte,australis,5260,Leucosticte australis,2.036160758
1231,05190,House Finch,Roselin familier,Haemorhous mexicanus,Passeriformes,Fringillidae,Haemorhous,mexicanus,5190,Haemorhous mexicanus,2.506719457
1232,05170,Purple Finch,Roselin pourpré,Haemorhous purpureus,Passeriformes,Fringillidae,Haemorhous,purpureus,5170,Haemorhous purpureus,2.847863485
1233,05180,Cassin's Finch,Roselin de Cassin,Haemorhous cassinii,Passeriformes,Fringillidae,Haemorhous,cassinii,5180,Haemorhous cassinii,2.375655281
1234,05195,unid. Purple Finch / Cassin's Finch / House Finch,unid Roselin pourpré / de Cassin / familier,Carpodacus purpureus / cassinii / mexicanus,Passeriformes,Fringillidae,Carpodacus,purpureus / cassinii / mexicanus,5195,Carpodacus purpureus / cassinii / mexicanus,NA
1237,05280,Common Redpoll,Sizerin flammé,Acanthis flammea,Passeriformes,Fringillidae,Acanthis,flammea,5280,Acanthis flammea,2.592005464
1238,05270,Hoary Redpoll,Sizerin blanchâtre,Acanthis hornemanni,Passeriformes,Fringillidae,Acanthis,hornemanni,5270,Acanthis hornemanni,2.592005464
1239,05275,Redpoll (Common/Hoary),Sizerin (Flammé/Blanchâtre),Carduelis flammea / hornemanni,Passeriformes,Fringillidae,Carduelis,flammea / hornemanni,5275,Carduelis flammea / hornemanni,2.592005464
1240,05210,Red Crossbill,Bec-croisé des sapins,Loxia curvirostra,Passeriformes,Fringillidae,Loxia,curvirostra,5210,Loxia curvirostra,3.161850713
1242,05212,Unid. Cassia Crossbill / Red Crossbill,Unid Bec-croisé de l'Idaho / des sapins,Loxia sinesciuris / curvirostra,Passeriformes,Fringillidae,Loxia,sinesciuris / curvirostra,5212,Loxia sinesciuris / curvirostra,NA
1243,05220,White-winged Crossbill,Bec-croisé bifascié,Loxia leucoptera,Passeriformes,Fringillidae,Loxia,leucoptera,5220,Loxia leucoptera,1.999659757
1244,05225,unid. Red Crossbill / White-winged Crossbill,unid Bec-croisé des sapins / Bec-croisé bifascié,Loxia curvirostra / leucoptera,Passeriformes,Fringillidae,Loxia,curvirostra / leucoptera,5225,Loxia curvirostra / leucoptera,NA
1245,05261,European Goldfinch,Chardonneret élégant,Carduelis carduelis,Passeriformes,Fringillidae,Carduelis,carduelis,5261,Carduelis carduelis,2.528040959
1247,05330,Pine Siskin,Tarin des pins,Spinus pinus,Passeriformes,Fringillidae,Spinus,pinus,5330,Spinus pinus,2.353143059
1250,05300,Lesser Goldfinch,Chardonneret mineur,Spinus psaltria,Passeriformes,Fringillidae,Spinus,psaltria,5300,Spinus psaltria,2.089842577
1251,05310,Lawrence's Goldfinch,Chardonneret gris,Spinus lawrencei,Passeriformes,Fringillidae,Spinus,lawrencei,5310,Spinus lawrencei,2.073691654
1252,05290,American Goldfinch,Chardonneret jaune,Spinus tristis,Passeriformes,Fringillidae,Spinus,tristis,5290,Spinus tristis,2.379974974
1253,05360,Lapland Longspur,Plectrophane lapon,Calcarius lapponicus,Passeriformes,Calcariidae,Calcarius,lapponicus,5360,Calcarius lapponicus,2.584916869
1254,05380,Chestnut-collared Longspur,Plectrophane à ventre noir,Calcarius ornatus,Passeriformes,Calcariidae,Calcarius,ornatus,5380,Calcarius ornatus,2.275903816
1255,05370,Smith's Longspur,Plectrophane de Smith,Calcarius pictus,Passeriformes,Calcariidae,Calcarius,pictus,5370,Calcarius pictus,2.743933747
1256,05390,Thick-billed Longspur,Plectrophane de McCown,Rhynchophanes mccownii,Passeriformes,Calcariidae,Rhynchophanes,mccownii,5390,Rhynchophanes mccownii,2.508512634
1257,05340,Snow Bunting,Plectrophane des neiges,Plectrophenax nivalis,Passeriformes,Calcariidae,Plectrophenax,nivalis,5340,Plectrophenax nivalis,2.640707546
1270,05790,Rufous-winged Sparrow,Bruant à épaulettes,Peucaea carpalis,Passeriformes,Passerellidae,Peucaea,carpalis,5790,Peucaea carpalis,1.824628728
1275,05760,Botteri's Sparrow,Bruant de Botteri,Peucaea botterii,Passeriformes,Passerellidae,Peucaea,botterii,5760,Peucaea botterii,2.111959508
1276,05780,Cassin's Sparrow,Bruant de Cassin,Peucaea cassinii,Passeriformes,Passerellidae,Peucaea,cassinii,5780,Peucaea cassinii,1.998739509
1277,05750,Bachman's Sparrow,Bruant des pinèdes,Peucaea aestivalis,Passeriformes,Passerellidae,Peucaea,aestivalis,5750,Peucaea aestivalis,2.01129262
1278,05460,Grasshopper Sparrow,Bruant sauterelle,Ammodramus savannarum,Passeriformes,Passerellidae,Ammodramus,savannarum,5460,Ammodramus savannarum,2.152036823
1279,05860,Olive Sparrow,Tohi olive,Arremonops rufivirgatus,Passeriformes,Passerellidae,Arremonops,rufivirgatus,5860,Arremonops rufivirgatus,2.500319042
1282,05730,Black-throated Sparrow,Bruant à gorge noire,Amphispiza bilineata,Passeriformes,Passerellidae,Amphispiza,bilineata,5730,Amphispiza bilineata,2.202279982
1283,05520,Lark Sparrow,Bruant à joues marron,Chondestes grammacus,Passeriformes,Passerellidae,Chondestes,grammacus,5520,Chondestes grammacus,2.20312474
1284,06050,Lark Bunting,Bruant noir et blanc,Calamospiza melanocorys,Passeriformes,Passerellidae,Calamospiza,melanocorys,6050,Calamospiza melanocorys,2.030157659
1285,05600,Chipping Sparrow,Bruant familier,Spizella passerina,Passeriformes,Passerellidae,Spizella,passerina,5600,Spizella passerina,2.539412426
1286,05610,Clay-colored Sparrow,Bruant des plaines,Spizella pallida,Passeriformes,Passerellidae,Spizella,pallida,5610,Spizella pallida,2.113274944
1287,05650,Black-chinned Sparrow,Bruant à menton noir,Spizella atrogularis,Passeriformes,Passerellidae,Spizella,atrogularis,5650,Spizella atrogularis,2.388759557
1288,05630,Field Sparrow,Bruant des champs,Spizella pusilla,Passeriformes,Passerellidae,Spizella,pusilla,5630,Spizella pusilla,2.172682596
1289,05620,Brewer's Sparrow,Bruant de Brewer,Spizella breweri,Passeriformes,Passerellidae,Spizella,breweri,5620,Spizella breweri,2.117613195
1294,05850,Fox Sparrow,Bruant fauve,Passerella iliaca,Passeriformes,Passerellidae,Passerella,iliaca,5850,Passerella iliaca,2.565488998
1295,05590,American Tree Sparrow,Bruant hudsonien,Spizelloides arborea,Passeriformes,Passerellidae,Spizelloides,arborea,5590,Spizelloides arborea,2.385897614
1297,05670,(Slate-colored Junco) Dark-eyed Junco,Junco ardoisé (groupe hyemalis),Junco hyemalis hyemalis,Passeriformes,Passerellidae,Junco,hyemalis hyemalis,5670,Junco hyemalis hyemalis,2.385897614
1298,05671,(Oregon Junco) Dark-eyed Junco,Junco ardoisé (groupe oreganus),Junco hyemalis oreganus,Passeriformes,Passerellidae,Junco,hyemalis oreganus,5671,Junco hyemalis oreganus,2.385897614
1299,05680,(Pink-sided Junco) Dark-eyed Junco,Junco ardoisé (groupe mearnsi),Junco hyemalis mearnsi,Passeriformes,Passerellidae,Junco,hyemalis mearnsi,5680,Junco hyemalis mearnsi,2.385897614
1300,05660,(White-winged Junco) Dark-eyed Junco,Junco ardoisé (à ailes blanches),Junco hyemalis aikeni,Passeriformes,Passerellidae,Junco,hyemalis aikeni,5660,Junco hyemalis aikeni,2.385897614
1301,05690,(Gray-headed Junco) Dark-eyed Junco,Junco ardoisé (à tête grise),Junco hyemalis caniceps,Passeriformes,Passerellidae,Junco,hyemalis caniceps,5690,Junco hyemalis caniceps,2.385897614
1302,05677,Dark-eyed Junco (all forms),Junco ardoisé (toutes les formes),Junco hyemalis,Passeriformes,Passerellidae,Junco,hyemalis,5677,Junco hyemalis,2.385897614
1303,05700,Yellow-eyed Junco,Junco aux yeux jaunes,Junco phaeonotus,Passeriformes,Passerellidae,Junco,phaeonotus,5700,Junco phaeonotus,2.207674926
1306,05540,White-crowned Sparrow,Bruant à couronne blanche,Zonotrichia leucophrys,Passeriformes,Passerellidae,Zonotrichia,leucophrys,5540,Zonotrichia leucophrys,2.748363144
1307,05570,Golden-crowned Sparrow,Bruant à couronne dorée,Zonotrichia atricapilla,Passeriformes,Passerellidae,Zonotrichia,atricapilla,5570,Zonotrichia atricapilla,2.465744217
1308,05530,Harris's Sparrow,Bruant à face noire,Zonotrichia querula,Passeriformes,Passerellidae,Zonotrichia,querula,5530,Zonotrichia querula,2.558526895
1309,05580,White-throated Sparrow,Bruant à gorge blanche,Zonotrichia albicollis,Passeriformes,Passerellidae,Zonotrichia,albicollis,5580,Zonotrichia albicollis,2.978161552
1310,05738,Sagebrush Sparrow,Bruant des armoises,Artemisiospiza nevadensis,Passeriformes,Passerellidae,Artemisiospiza,nevadensis,5738,Artemisiospiza nevadensis,2.262258433
1311,05739,Bell's Sparrow,Bruant de Bell,Artemisiospiza belli,Passeriformes,Passerellidae,Artemisiospiza,belli,5739,Artemisiospiza belli,2.362743673
1312,05740,unid. Sagebrush Sparrow / Bell's Sparrow,unid Bruant des armoises / Burant de Bell,Artemisiospiza nevadensis / belli,Passeriformes,Passerellidae,Artemisiospiza,nevadensis / belli,5740,Artemisiospiza nevadensis / belli,NA
1314,05400,Vesper Sparrow,Bruant vespéral,Pooecetes gramineus,Passeriformes,Passerellidae,Pooecetes,gramineus,5400,Pooecetes gramineus,2.214711172
1315,05480,LeConte's Sparrow,Bruant de LeConte,Ammospiza leconteii,Passeriformes,Passerellidae,Ammospiza,leconteii,5480,Ammospiza leconteii,1.948327451
1316,05500,Seaside Sparrow,Bruant maritime,Ammospiza maritima,Passeriformes,Passerellidae,Ammospiza,maritima,5500,Ammospiza maritima,2.842087376
1317,05491,Nelson's Sparrow,Bruant de Nelson,Ammospiza nelsoni,Passeriformes,Passerellidae,Ammospiza,nelsoni,5491,Ammospiza nelsoni,2.634638554
1318,05490,Saltmarsh Sparrow,Bruant à queue aiguë,Ammospiza caudacuta,Passeriformes,Passerellidae,Ammospiza,caudacuta,5490,Ammospiza caudacuta,2.337685565
1319,05450,Baird's Sparrow,Bruant de Baird,Centronyx bairdii,Passeriformes,Passerellidae,Centronyx,bairdii,5450,Centronyx bairdii,2.13507425
1320,05470,Henslow's Sparrow,Bruant de Henslow,Centronyx henslowii,Passeriformes,Passerellidae,Centronyx,henslowii,5470,Centronyx henslowii,2.04219075
1321,05420,Savannah Sparrow,Bruant des prés,Passerculus sandwichensis,Passeriformes,Passerellidae,Passerculus,sandwichensis,5420,Passerculus sandwichensis,2.242147407
1323,05810,Song Sparrow,Bruant chanteur,Melospiza melodia,Passeriformes,Passerellidae,Melospiza,melodia,5810,Melospiza melodia,2.588141994
1324,05830,Lincoln's Sparrow,Bruant de Lincoln,Melospiza lincolnii,Passeriformes,Passerellidae,Melospiza,lincolnii,5830,Melospiza lincolnii,2.097614456
1325,05840,Swamp Sparrow,Bruant des marais,Melospiza georgiana,Passeriformes,Passerellidae,Melospiza,georgiana,5840,Melospiza georgiana,2.078270071
1327,05910,Canyon Towhee,Tohi des canyons,Melozone fusca,Passeriformes,Passerellidae,Melozone,fusca,5910,Melozone fusca,2.677993343
1329,05920,Abert's Towhee,Tohi d'Abert,Melozone aberti,Passeriformes,Passerellidae,Melozone,aberti,5920,Melozone aberti,2.657521365
1330,05911,California Towhee,Tohi de Californie,Melozone crissalis,Passeriformes,Passerellidae,Melozone,crissalis,5911,Melozone crissalis,2.729696484
1334,05800,Rufous-crowned Sparrow,Tohi à calotte fauve,Aimophila ruficeps,Passeriformes,Passerellidae,Aimophila,ruficeps,5800,Aimophila ruficeps,2.196889551
1336,05900,Green-tailed Towhee,Tohi à queue verte,Pipilo chlorurus,Passeriformes,Passerellidae,Pipilo,chlorurus,5900,Pipilo chlorurus,2.780343374
1337,05880,Spotted Towhee,Tohi tacheté,Pipilo maculatus,Passeriformes,Passerellidae,Pipilo,maculatus,5880,Pipilo maculatus,2.898097809
1338,05870,Eastern Towhee,Tohi à flancs roux,Pipilo erythrophthalmus,Passeriformes,Passerellidae,Pipilo,erythrophthalmus,5870,Pipilo erythrophthalmus,2.77244191
1339,05871,unid. Spotted Towhee / Eastern Towhee,unid Tohi tacheté / Tohi à flancs roux,Pipilo maculatus / erythrophthalmus,Passeriformes,Passerellidae,Pipilo,maculatus / erythrophthalmus,5871,Pipilo maculatus / erythrophthalmus,NA
1344,06830,Yellow-breasted Chat,Ictérie polyglotte,Icteria virens,Passeriformes,Icteriidae,Icteria,virens,6830,Icteria virens,2.241553184
1345,04970,Yellow-headed Blackbird,Carouge à tête jaune,Xanthocephalus xanthocephalus,Passeriformes,Icteridae,Xanthocephalus,xanthocephalus,4970,Xanthocephalus xanthocephalus,3.029981906
1346,04940,Bobolink,Goglu des prés,Dolichonyx oryzivorus,Passeriformes,Icteridae,Dolichonyx,oryzivorus,4940,Dolichonyx oryzivorus,2.86256725
1347,05010,Eastern Meadowlark,Sturnelle des prés,Sturnella magna,Passeriformes,Icteridae,Sturnella,magna,5010,Sturnella magna,2.6782694
1348,05011,Western Meadowlark,Sturnelle de l'Ouest,Sturnella neglecta,Passeriformes,Icteridae,Sturnella,neglecta,5011,Sturnella neglecta,2.680879929
1349,05012,unid. Eastern Meadowlark / Western Meadowlark,unid Sturnelle des prés / Sturnelle de l'Ouest,Sturnella magna / neglecta,Passeriformes,Icteridae,Sturnella,magna / neglecta,5012,Sturnella magna / neglecta,NA
1357,05060,Orchard Oriole,Oriole des vergers,Icterus spurius,Passeriformes,Icteridae,Icterus,spurius,5060,Icterus spurius,2.501405461
1358,05050,Hooded Oriole,Oriole masqué,Icterus cucullatus,Passeriformes,Icteridae,Icterus,cucullatus,5050,Icterus cucullatus,2.519003615
1362,05080,Bullock's Oriole,Oriole de Bullock,Icterus bullockii,Passeriformes,Icteridae,Icterus,bullockii,5080,Icterus bullockii,2.595343415
1364,05032,Spot-breasted Oriole,Oriole maculé,Icterus pectoralis,Passeriformes,Icteridae,Icterus,pectoralis,5032,Icterus pectoralis,3.558576426
1365,05031,Altamira Oriole,Oriole à gros bec,Icterus gularis,Passeriformes,Icteridae,Icterus,gularis,5031,Icterus gularis,3.375502157
1366,05030,Audubon's Oriole,Oriole d'Audubon,Icterus graduacauda,Passeriformes,Icteridae,Icterus,graduacauda,5030,Icterus graduacauda,3.155958121
